;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;GENTING;BULAN
534;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDODADI;9;OKTOBER
535;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDOREJO;2;OKTOBER
536;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUMBEREJO;15;OKTOBER
537;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIAYU;6;OKTOBER
538;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;KEBUNSARI;5;OKTOBER
539;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BANUA BARU;5;OKTOBER
540;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;NEPO;11;OKTOBER
541;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUGIHWARAS;10;OKTOBER
542;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;CAMPURJO;13;OKTOBER
543;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIMULYO;3;OKTOBER
544;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;TUMPILING;0;OKTOBER
545;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BAKKA-BAKKA;8;OKTOBER
546;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;ARJO SARI;0;OKTOBER
547;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;GALESON;9;OKTOBER
548;SULAWESI BARAT;MAMUJU;MAMUJU;BINANGA;0;OKTOBER
549;SULAWESI BARAT;MAMUJU;MAMUJU;MAMUNYU;17;OKTOBER
550;SULAWESI BARAT;MAMUJU;MAMUJU;KAREMA;0;OKTOBER
551;SULAWESI BARAT;MAMUJU;MAMUJU;RIMUKU;18;OKTOBER
552;SULAWESI BARAT;MAMUJU;MAMUJU;BAMBU;10;OKTOBER
553;SULAWESI BARAT;MAMUJU;MAMUJU;KARAMPUANG;27;OKTOBER
554;SULAWESI BARAT;MAMUJU;MAMUJU;TADUI;38;OKTOBER
555;SULAWESI BARAT;MAMUJU;MAMUJU;BATU PANNU;7;OKTOBER
556;SULAWESI BARAT;MAMUJU;TAPALANG;GALUNG;53;OKTOBER
557;SULAWESI BARAT;MAMUJU;TAPALANG;KASAMBANG;20;OKTOBER
558;SULAWESI BARAT;MAMUJU;TAPALANG;DAYANGINNA;7;OKTOBER
559;SULAWESI BARAT;MAMUJU;TAPALANG;OROBATU;6;OKTOBER
560;SULAWESI BARAT;MAMUJU;TAPALANG;TAKANDEANG;45;OKTOBER
561;SULAWESI BARAT;MAMUJU;TAPALANG;BELA;0;OKTOBER
562;SULAWESI BARAT;MAMUJU;TAPALANG;TAAN;0;OKTOBER
563;SULAWESI BARAT;MAMUJU;TAPALANG;TAMPALANG;24;OKTOBER
564;SULAWESI BARAT;MAMUJU;TAPALANG;RANTEDODA;16;OKTOBER
565;SULAWESI BARAT;MAMUJU;TAPALANG;KOPEANG;0;OKTOBER
566;SULAWESI BARAT;MAMUJU;KALUKKU;SINYONYOI;11;OKTOBER
567;SULAWESI BARAT;MAMUJU;KALUKKU;BEBANGA;4;OKTOBER
568;SULAWESI BARAT;MAMUJU;KALUKKU;KALUKKU;23;OKTOBER
569;SULAWESI BARAT;MAMUJU;KALUKKU;SINYONYOI SELATAN;2;OKTOBER
570;SULAWESI BARAT;MAMUJU;KALUKKU;SONDOANG;0;OKTOBER
571;SULAWESI BARAT;MAMUJU;KALUKKU;BERU-BERU;19;OKTOBER
572;SULAWESI BARAT;MAMUJU;KALUKKU;BELANG BELANG;62;OKTOBER
573;SULAWESI BARAT;MAMUJU;KALUKKU;KABULOANG;18;OKTOBER
574;SULAWESI BARAT;MAMUJU;KALUKKU;KEANG;0;OKTOBER
575;SULAWESI BARAT;MAMUJU;KALUKKU;POKKANG;10;OKTOBER
576;SULAWESI BARAT;MAMUJU;KALUKKU;GULILING;14;OKTOBER
577;SULAWESI BARAT;MAMUJU;KALUKKU;UHAIMATE;0;OKTOBER
578;SULAWESI BARAT;MAMUJU;KALUKKU;KALUKKU BARAT;0;OKTOBER
579;SULAWESI BARAT;MAMUJU;KALUKKU;PAMMULUKANG;6;OKTOBER
580;SULAWESI BARAT;MAMUJU;KALUMPANG;KALUMPANG;0;OKTOBER
581;SULAWESI BARAT;MAMUJU;KALUMPANG;KARATAUN;0;OKTOBER
582;SULAWESI BARAT;MAMUJU;KALUMPANG;KARAMA;0;OKTOBER
583;SULAWESI BARAT;MAMUJU;KALUMPANG;SIRAUN;0;OKTOBER
584;SULAWESI BARAT;MAMUJU;KALUMPANG;TUMOGA;9;OKTOBER
585;SULAWESI BARAT;MAMUJU;KALUMPANG;SALUMAKKI;0;OKTOBER
586;SULAWESI BARAT;MAMUJU;KALUMPANG;POLIO;0;OKTOBER
587;SULAWESI BARAT;MAMUJU;KALUMPANG;LIMBONG;0;OKTOBER
588;SULAWESI BARAT;MAMUJU;KALUMPANG;SANDAPANG;0;OKTOBER
589;SULAWESI BARAT;MAMUJU;KALUMPANG;KONDO BULO;0;OKTOBER
590;SULAWESI BARAT;MAMUJU;KALUMPANG;MAKKALIKI;0;OKTOBER
591;SULAWESI BARAT;MAMUJU;KALUMPANG;BATU MAKKADA;0;OKTOBER
592;SULAWESI BARAT;MAMUJU;KALUMPANG;LASA';0;OKTOBER
593;SULAWESI BARAT;MAMUJU;PAPALANG;TOABO;0;OKTOBER
594;SULAWESI BARAT;MAMUJU;PAPALANG;PAPALANG;37;OKTOBER
595;SULAWESI BARAT;MAMUJU;PAPALANG;BONDA;0;OKTOBER
596;SULAWESI BARAT;MAMUJU;PAPALANG;TOPORE;22;OKTOBER
597;SULAWESI BARAT;MAMUJU;PAPALANG;SALUKAYU;9;OKTOBER
598;SULAWESI BARAT;MAMUJU;PAPALANG;SUKADAMAI;3;OKTOBER
599;SULAWESI BARAT;MAMUJU;PAPALANG;BODA-BODA;11;OKTOBER
600;SULAWESI BARAT;MAMUJU;PAPALANG;SISANGO;8;OKTOBER
601;SULAWESI BARAT;MAMUJU;PAPALANG;BATU AMPA;12;OKTOBER
602;SULAWESI BARAT;MAMUJU;SAMPAGA;BUNDE;3;OKTOBER
603;SULAWESI BARAT;MAMUJU;SAMPAGA;KALONDING;2;OKTOBER
604;SULAWESI BARAT;MAMUJU;SAMPAGA;TARAILU;0;OKTOBER
605;SULAWESI BARAT;MAMUJU;SAMPAGA;SAMPAGA;17;OKTOBER
606;SULAWESI BARAT;MAMUJU;SAMPAGA;TANAMBUAH;3;OKTOBER
607;SULAWESI BARAT;MAMUJU;SAMPAGA;SALUBARANA;2;OKTOBER
608;SULAWESI BARAT;MAMUJU;SAMPAGA;LOSSO;0;OKTOBER
609;SULAWESI BARAT;MAMUJU;TOMMO;TOMMO;0;OKTOBER
610;SULAWESI BARAT;MAMUJU;TOMMO;CAMPALOGA;16;OKTOBER
611;SULAWESI BARAT;MAMUJU;TOMMO;BUANA SAKTI;11;OKTOBER
612;SULAWESI BARAT;MAMUJU;TOMMO;TAMEMONGGA;0;OKTOBER
613;SULAWESI BARAT;MAMUJU;TOMMO;TAMEJARRA;2;OKTOBER
614;SULAWESI BARAT;MAMUJU;TOMMO;RANTEMARIO;12;OKTOBER
615;SULAWESI BARAT;MAMUJU;TOMMO;MALINO;7;OKTOBER
616;SULAWESI BARAT;MAMUJU;TOMMO;KAKULLASANG;15;OKTOBER
617;SULAWESI BARAT;MAMUJU;TOMMO;LELING;8;OKTOBER
618;SULAWESI BARAT;MAMUJU;TOMMO;KALEPU;4;OKTOBER
619;SULAWESI BARAT;MAMUJU;TOMMO;SANDANA;0;OKTOBER
620;SULAWESI BARAT;MAMUJU;TOMMO;LELING BARAT;10;OKTOBER
621;SULAWESI BARAT;MAMUJU;TOMMO;LELING UTARA;0;OKTOBER
622;SULAWESI BARAT;MAMUJU;TOMMO;SALUDENGEN;12;OKTOBER
623;SULAWESI BARAT;MAMUJU;SIMBORO;SIMBORO;150;OKTOBER
624;SULAWESI BARAT;MAMUJU;SIMBORO;RANGAS;26;OKTOBER
625;SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG;34;OKTOBER
626;SULAWESI BARAT;MAMUJU;SIMBORO;SALETTO;20;OKTOBER
627;SULAWESI BARAT;MAMUJU;SIMBORO;SUMARE;0;OKTOBER
628;SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG UTARA;70;OKTOBER
629;SULAWESI BARAT;MAMUJU;SIMBORO;TAPANDULLU;0;OKTOBER
630;SULAWESI BARAT;MAMUJU;SIMBORO;PATI'DI;7;OKTOBER
631;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;DUNGKAIT;0;OKTOBER
632;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LEBANI;0;OKTOBER
633;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LABUANG RANO;0;OKTOBER
634;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PASABU;0;OKTOBER
635;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;TANETE PAO;0;OKTOBER
636;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PANGASAAN;11;OKTOBER
637;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;AHU;0;OKTOBER
638;SULAWESI BARAT;MAMUJU;BONEHAU;BONEHAU;0;OKTOBER
639;SULAWESI BARAT;MAMUJU;BONEHAU;SALUTIWO;9;OKTOBER
640;SULAWESI BARAT;MAMUJU;BONEHAU;BUTTUADA;2;OKTOBER
641;SULAWESI BARAT;MAMUJU;BONEHAU;TAMALEA;0;OKTOBER
642;SULAWESI BARAT;MAMUJU;BONEHAU;LUMIKA;2;OKTOBER
643;SULAWESI BARAT;MAMUJU;BONEHAU;MAPPU;3;OKTOBER
644;SULAWESI BARAT;MAMUJU;BONEHAU;BANUADA;3;OKTOBER
645;SULAWESI BARAT;MAMUJU;BONEHAU;HINUA;3;OKTOBER
646;SULAWESI BARAT;MAMUJU;BONEHAU;KINATANG;1;OKTOBER
647;SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA BALAKANG;0;OKTOBER
648;SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA-BALAKANG TIMUR;0;OKTOBER
